filename	color	micro_category	macro_category	macro_category(english)			
41246457DXF.jpg	VERDE PETROLIO	CAPISPALLA PELLICCIA	ABBIGLIAMENTO PELLE	leather			
41249839GKF.jpg	CORALLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41252470BWF.jpg	VERDE PETROLIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41252705RMF.jpg	CAMMELLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41254541NOF.jpg	CAMMELLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41255463EUF.jpg	NOCCIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41255635GIF.jpg	CACAO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41256097HMF.jpg	AVIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41258594ISF.jpg	ARGENTO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41259105UBF.jpg	ARGENTO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41259228VDF.jpg	ARGENTO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41260030TUF.jpg	TURCHESE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41260057TLF.jpg	VERDE SCURO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41260191TDF.jpg	VIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41260250AXF.jpg	ROSA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41260296XDF.jpg	VERDE SCURO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41260297RFF.jpg	GIALLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41260398BQF.jpg	VERDE SCURO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41260400UEF.jpg	VERDE SCURO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41260402NBF.jpg	MARRONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41260544RNF.jpg	VERDE SCURO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41260602KHF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41260924GCF.jpg	CAMMELLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41260947SSF.jpg	MARRONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41261553KWF.jpg	VERDE SCURO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41262524KJF.jpg	VIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41262735FKF.jpg	MELANZANA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41262937PMF.jpg	VERDE PETROLIO	CAPISPALLA PELLICCIA	ABBIGLIAMENTO PELLE	leather			
41263398EDF.jpg	AVORIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41264547GXF.jpg	ROSSO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41264572SAF.jpg	GRIGIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41264866RHF.jpg	BEIGE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41264885UQF.jpg	TESTA DI MORO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41264904DRF.jpg	GRIGIO CHIARO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41265485NDF.jpg	COLONIALE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41265683XMF.jpg	MARRONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41265686CQF.jpg	AVORIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41265879TWF.jpg	COLONIALE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
41265882WOF.jpg	GRIGIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59116271PLF.jpg	RAME	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59116396JVF.jpg	RAME	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59118468MVF.jpg	ALBICOCCA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59119190WRF.jpg	SALMONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59119225NIF.jpg	VERDE SMERALDO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59119227DDF.jpg	VERDE SMERALDO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59119243DMF.jpg	CUOIO	GONNA PELLE	ABBIGLIAMENTO PELLE	leather			
59119344QPF.jpg	OCRA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59119383QMF.jpg	CUOIO	GONNA PELLE	ABBIGLIAMENTO PELLE	leather			
59119420RPF.jpg	ALBICOCCA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59119468VUF.jpg	BRONZO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59119480FHF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59119550XMF.jpg	PLATINO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59119553GIF.jpg	PLATINO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59119563FMF.jpg	RUGGINE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59119628KBF.jpg	RAME	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59119666INF.jpg	BRONZO	GONNA PELLE	ABBIGLIAMENTO PELLE	leather			
59119722GWF.jpg	ALBICOCCA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59119723RGF.jpg	ALBICOCCA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59119849TFF.jpg	SALMONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59119853XLF.jpg	PLATINO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59119941OVF.jpg	RUGGINE	CAPISPALLA PELLICCIA	ABBIGLIAMENTO PELLE	leather			
59120129JUF.jpg	VERDE PETROLIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59120166AQF.jpg	CUOIO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59120183RAF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59120272QMF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59120382UFF.jpg	RUGGINE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59120520GEF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59120531QNF.jpg	CARNE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59120539CGF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59120540HGF.jpg	CARNE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59120645BBF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59120678PCF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59120827OIF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59120951DKF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121031DMF.jpg	CUOIO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59121169OKF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121249DNF.jpg	BRONZO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121260IKF.jpg	NOCCIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121262VPF.jpg	NOCCIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121263OHF.jpg	BRONZO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121322PTF.jpg	ALBICOCCA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121352CRF.jpg	OCRA	GONNA PELLE	ABBIGLIAMENTO PELLE	leather			
59121366MBF.jpg	OCRA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121400HSF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121496QBF.jpg	OCRA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121527OXF.jpg	CUOIO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59121530SKF.jpg	CUOIO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59121555FJF.jpg	SALMONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121559QAF.jpg	NOCCIOLA	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59121637IIF.jpg	NOCCIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121701GIF.jpg	PLATINO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121713DBF.jpg	OCRA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121760RDF.jpg	OCRA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121773ITF.jpg	MELANZANA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121782AGF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121784EVF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121809IOF.jpg	OCRA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121822QKF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121824UBF.jpg	RUGGINE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121838CCF.jpg	NOCCIOLA	CAPISPALLA PELLICCIA	ABBIGLIAMENTO PELLE	leather			
59121900FIF.jpg	ALBICOCCA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121901KUF.jpg	CUOIO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59121914BJF.jpg	ARGENTO	GONNA PELLE	ABBIGLIAMENTO PELLE	leather			
59121973JKF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59121999EIF.jpg	ARGENTO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122032OSF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122035KOF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122071TAF.jpg	RUGGINE	GONNA PELLE	ABBIGLIAMENTO PELLE	leather			
59122116NFF.jpg	NOCCIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122141KKF.jpg	BRONZO	GONNA PELLE	ABBIGLIAMENTO PELLE	leather			
59122154BGF.jpg	GIALLO CHIARO	GONNA PELLE	ABBIGLIAMENTO PELLE	leather			
59122165BVF.jpg	VERDE SMERALDO	GONNA PELLE	ABBIGLIAMENTO PELLE	leather			
59122260FKF.jpg	NOCCIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122402EOF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122406IRF.jpg	NOCCIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122408XFF.jpg	GIALLO CHIARO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122445KHF.jpg	RUGGINE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122459JEF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122462LKF.jpg	OCRA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122472QBF.jpg	CUOIO	GONNA PELLE	ABBIGLIAMENTO PELLE	leather			
59122534EFF.jpg	OCRA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122541LMF.jpg	OCRA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122544QBF.jpg	ORO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122573AEF.jpg	NOCCIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122574VKF.jpg	NOCCIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122582ULF.jpg	GIALLO CHIARO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122589NJF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122607ULF.jpg	MATTONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122617NPF.jpg	VIOLA CHIARO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122617XGF.jpg	ARGENTO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122622ECF.jpg	ARGENTO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122626WUF.jpg	MELANZANA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122654GTF.jpg	RUGGINE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122679TCF.jpg	CARNE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122682XXF.jpg	VIOLA SCURO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122695FLF.jpg	NOCCIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122700TNF.jpg	MELANZANA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122701QHF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122704URF.jpg	MELANZANA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122769ENF.jpg	VIOLA SCURO	GONNA PELLE	ABBIGLIAMENTO PELLE	leather			
59122786FFF.jpg	OCRA	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59122829JOF.jpg	MELANZANA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122845FRF.jpg	MELANZANA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122846XAF.jpg	PLATINO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122875CXF.jpg	NOCCIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122877IQF.jpg	NOCCIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122878WHF.jpg	BLU CHINA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122911FJF.jpg	BORDEAUX	CAPISPALLA PELLICCIA	ABBIGLIAMENTO PELLE	leather			
59122939XUF.jpg	CUOIO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59122947JIF.jpg	CUOIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59122961VWF.jpg	VERDE PETROLIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123006EFF.jpg	NOCCIOLA	CAPISPALLA PELLICCIA	ABBIGLIAMENTO PELLE	leather			
59123012ASF.jpg	BRONZO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123019VGF.jpg	MATTONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123027CFF.jpg	BRONZO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123035BPF.jpg	MALVA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123036QCF.jpg	MATTONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123041APF.jpg	ROSA ANTICO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123042CSF.jpg	MATTONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123050SJF.jpg	MALVA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123093CGF.jpg	SALMONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123093PSF.jpg	VERDE ACIDO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123093TEF.jpg	CELESTE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123142EIF.jpg	VIOLA SCURO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123177CXF.jpg	TURCHESE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123179FIF.jpg	CAMMELLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123180HMF.jpg	CAMMELLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123194JDF.jpg	CAMMELLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123194NDF.jpg	MALVA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123202WKF.jpg	BLU CHINA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123206JGF.jpg	TURCHESE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123216XGF.jpg	ARGENTO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123226MEF.jpg	NOCCIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123231EDF.jpg	PLATINO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123235WVF.jpg	GIALLO	GONNA PELLE	ABBIGLIAMENTO PELLE	leather			
59123237COF.jpg	ARANCIONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123240GQF.jpg	MATTONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123250OXF.jpg	BRONZO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123277BJF.jpg	NOCCIOLA	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123279XKF.jpg	CACAO	GONNA PELLE	ABBIGLIAMENTO PELLE	leather			
59123284RCF.jpg	CAMMELLO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123285QDF.jpg	MATTONE	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123294BFF.jpg	CACAO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123303KWF.jpg	CAMMELLO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123314QDF.jpg	MARRONE	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123323CEF.jpg	CAMMELLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123336BRF.jpg	TURCHESE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123341WIF.jpg	CAMMELLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123342AMF.jpg	CAMMELLO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123347AKF.jpg	ARGENTO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123355EXF.jpg	CAMMELLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123384EKF.jpg	BORDEAUX	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123385WDF.jpg	VERDE SCURO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123386DMF.jpg	CAMMELLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123389SNF.jpg	PLATINO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123404INF.jpg	CAMMELLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123408QDF.jpg	VERDE CHIARO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123410VVF.jpg	SALMONE	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123411KRF.jpg	VERDE CHIARO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123412EDF.jpg	VERDE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123416IJF.jpg	NOCCIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123418FLF.jpg	MARRONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123418FOF.jpg	BORDEAUX	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123420BFF.jpg	NOCCIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123420PMF.jpg	BORDEAUX	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123423IQF.jpg	MARRONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123425NIF.jpg	VERDE PETROLIO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123426BIF.jpg	CACAO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123434EVF.jpg	SABBIA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123434OQF.jpg	NOCCIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123435MKF.jpg	LILLA	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123436RDF.jpg	MARRONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123437SHF.jpg	TORTORA	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123439VFF.jpg	MELANZANA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123444NDF.jpg	VERDE SCURO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123455WKF.jpg	ROSA	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123459ANF.jpg	CAMMELLO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123476VRF.jpg	PLATINO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123479HHF.jpg	MARRONE	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123480IBF.jpg	MARRONE	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123485BCF.jpg	GIALLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123485OCF.jpg	VIOLA CHIARO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123487FQF.jpg	CAMMELLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123491MDF.jpg	MARRONE	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123494AXF.jpg	MARRONE	GONNA PELLE	ABBIGLIAMENTO PELLE	leather			
59123497BKF.jpg	CACAO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123515QDF.jpg	CAMMELLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123536BXF.jpg	MARRONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123554LQF.jpg	VIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123562RNF.jpg	ANTRACITE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123575CTF.jpg	MARRONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123579NCF.jpg	CAMMELLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123588EGF.jpg	OCRA	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123606TQF.jpg	ROSSO	PANTALONE PELLE	ABBIGLIAMENTO PELLE	leather			
59123608DIF.jpg	AZZURRO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123611QEF.jpg	TORTORA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123613XCF.jpg	CAMMELLO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123620RTF.jpg	VIOLA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123621JEF.jpg	MATTONE	GONNA PELLE	ABBIGLIAMENTO PELLE	leather			
59123622XHF.jpg	TORTORA	GONNA PELLE	ABBIGLIAMENTO PELLE	leather			
59123623HWF.jpg	ROSA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123624IBF.jpg	OCRA	GONNA PELLE	ABBIGLIAMENTO PELLE	leather			
59123626VFF.jpg	MARRONE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123627VRF.jpg	SABBIA	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123628PPF.jpg	CARNE	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
59123635KVF.jpg	TESTA DI MORO	CAPOSPALLA PELLE	ABBIGLIAMENTO PELLE	leather			
